peak_value,fwhm,prominence,corr_energy,qc_coincidence,qc_bell_corr,qc_hom_vis,snr_db_true,snr_db_est,local_cv,label
0.130716,335.0,4.9275,4.26914,0.382422,0.27793,0.361914,-18,-18.021,0.5115,0
0.17334296005390556,431.47080537841737,4.996692485911351,9.413480828706133,0.29980543422550887,0.15540677398989977,0.4477080799507151,-18,-17.657,0.4969402763338385,0
0.60384,450.0,5.0817,105.751655,0.276953,0.249609,0.442383,-2,-2.037,0.5004,1
0.786746,433.0,5.0555,174.479774,0.27168,0.1625,0.432227,2,2.151,0.5037,1
0.471245,354.0,5.4124,54.619117,0.31582,0.224023,0.441797,-6,-6.052,0.5061,1
0.534314,424.0,5.2957,79.974414,0.253516,0.163867,0.471484,-4,-3.924,0.5004,1
0.8041973601223451,429.9430437703298,5.028699804274112,178.7743280971117,0.22978302203678355,0.23582484107065455,0.4812371420021517,2,2.152,0.4941914885678442,1
0.38422903616429666,412.9520573536739,5.073822020950908,50.06186735500948,0.31573535178223605,0.22098246932422214,0.44812224155871844,-8,-8.141,0.48518132836692357,1
0.9011526194762307,407.42030209009675,5.121937691806722,227.84527665395356,0.16097043654638682,0.14870750725871398,0.44391599125450637,6,6.334,0.5036355379270572,1
0.1959612395946986,431.39461688092274,5.000399253371392,10.358830562170636,0.2985409017195117,0.1553939926175275,0.4511452849708436,-18,-17.657,0.49607297829671215,0
0.450096,406.0,5.1372,55.48408,0.212305,0.178711,0.440234,-6,-5.853,0.4887,1
0.4581304275504059,427.8161493705688,5.06855155255584,53.65868838083442,0.3112741129681239,0.21694770980313005,0.46368254099555745,-6,-5.932,0.4933514588340327,1
0.332613,444.0,5.0282,32.085858,0.274414,0.225586,0.453711,-8,-7.955,0.4821,1
0.5903484660068286,421.66277052120927,4.982237563086297,97.05339735885984,0.19885023044724964,0.19486529228803706,0.42964759038897793,-2,-2.17,0.48093616514338794,1
0.123523,282.0,5.3755,3.404378,0.363477,0.195312,0.454688,-18,-17.927,0.468,0
0.9286040559931685,402.6659308045648,5.152187195258111,239.56288931413067,0.2538679863830776,0.2525207190645228,0.42326140886932123,8,7.783,0.5035839092280847,1
